frame,mode,readback_ms,frame_ms
8684,DB_ON,6.2739,11.7423
8685,DB_ON,5.2556,10.0625
8686,DB_ON,6.3537,12.2562
8687,DB_ON,5.2468,10.2731
8688,DB_ON,5.9069,11.5601
8689,DB_ON,5.3988,9.9897
8690,DB_ON,6.293,12.4237
8691,DB_ON,4.2368,9.2239
8692,DB_ON,6.307,12.4516
8693,DB_ON,4.9126,9.6438
8694,DB_ON,6.3776,11.9548
8695,DB_ON,5.316,10.1673
8696,DB_ON,6.3828,12.0705
8697,DB_ON,5.0128,9.8272
8698,DB_ON,6.6247,12.5231
8699,DB_ON,4.764,9.7514
8700,DB_ON,6.5095,11.7858
8701,DB_ON,5.5498,10.632
8702,DB_ON,6.0999,11.7787
8703,DB_ON,5.0453,9.9783
8704,DB_ON,6.5379,12.2799
8705,DB_ON,4.6721,9.8583
8706,DB_ON,6.1441,11.9509
8707,DB_ON,5.1707,10.3438
8708,DB_ON,5.7221,11.8415
8709,DB_ON,4.2877,9.6853
8710,DB_ON,6.0822,12.4712
8711,DB_ON,4.1027,9.8278
8712,DB_ON,5.2793,10.7971
8713,DB_ON,5.8599,11.1905
8714,DB_ON,5.6314,11.4113
8715,DB_ON,4.7666,9.9962
8716,DB_ON,6.1066,11.9374
8717,DB_ON,4.7343,9.9618
8718,DB_ON,5.7946,11.2376
8719,DB_ON,6.0162,11.1595
8720,DB_ON,5.8321,11.6662
8721,DB_ON,4.8047,10.0261
8722,DB_ON,5.968,12.3038
8723,DB_ON,4.1184,9.9207
8724,DB_ON,4.9471,10.4583
8725,DB_ON,5.4501,10.7359
8726,DB_ON,5.6594,11.3873
8727,DB_ON,5.1054,10.4672
8728,DB_ON,5.6179,11.8096
8729,DB_ON,3.9673,9.5156
8730,DB_ON,5.7878,11.2983
8731,DB_ON,5.4854,12.2753
8732,DB_ON,3.537,9.0754
8733,DB_ON,5.4575,10.627
8734,DB_ON,5.7389,11.6492
8735,DB_ON,3.9153,8.9709
8736,DB_ON,5.6937,11.9595
8737,DB_ON,4.753,10.0967
8738,DB_ON,5.8186,11.6116
8739,DB_ON,4.0622,9.4147
8740,DB_ON,5.7919,11.6192
8741,DB_ON,4.9184,9.8075
8742,DB_ON,6.0329,12.1714
8743,DB_ON,3.969,9.1281
8744,DB_ON,5.5401,11.3329
8745,DB_ON,5.1702,10.3638
8746,DB_ON,5.5566,11.0857
8747,DB_ON,5.1748,10.2914
8748,DB_ON,6.1704,11.6969
8749,DB_ON,5.4698,10.5038
8750,DB_ON,5.9405,11.5273
8751,DB_ON,5.132,9.8187
8752,DB_ON,6.4812,12.0784
8753,DB_ON,4.4438,9.6387
8754,DB_ON,5.8775,11.8323
8755,DB_ON,4.59,9.8489
8756,DB_ON,5.1821,10.7876
8757,DB_ON,5.703,10.3901
8758,DB_ON,5.8384,11.6941
8759,DB_ON,4.706,9.9407
8760,DB_ON,4.9985,11.3219
8761,DB_ON,4.3634,10.2962
8762,DB_ON,5.3581,10.7519
8763,DB_ON,5.1448,10.7998
8764,DB_ON,5.1706,11.461
8765,DB_ON,4.6526,10.0945
8766,DB_ON,5.6249,11.2193
8767,DB_ON,5.3752,10.3658
8768,DB_ON,6.1367,11.616
8769,DB_ON,5.18,10.4103
8770,DB_ON,5.6269,11.4538
8771,DB_ON,4.2939,9.6077
8772,DB_ON,5.7474,11.5563
8773,DB_ON,5.1857,10.4088
8774,DB_ON,5.69,10.9614
8775,DB_ON,4.9724,9.8616
8776,DB_ON,5.787,11.2711
8777,DB_ON,4.9373,9.997
8778,DB_ON,5.9552,11.73
8779,DB_ON,5.3062,10.1188
8780,DB_ON,6.2689,11.8579
8781,DB_ON,4.9643,9.8393
8782,DB_ON,6.1035,11.6682
8783,DB_ON,5.0418,10.1007
8784,DB_ON,6.1515,11.6124
8785,DB_ON,5.3615,10.3643
8786,DB_ON,5.7551,11.291
8787,DB_ON,5.1339,9.9967
8788,DB_ON,5.5334,11.0357
8789,DB_ON,5.1933,10.0991
8790,DB_ON,6.4849,12.5242
8791,DB_ON,4.1937,9.2768
8792,DB_ON,5.9106,11.3472
8793,DB_ON,5.9778,10.8615
8794,DB_ON,5.5193,11.3241
8795,DB_ON,4.3982,9.3962
8796,DB_ON,6.4508,12.2161
8797,DB_ON,4.7743,9.8376
8798,DB_ON,5.483,11.1056
8799,DB_ON,5.9652,10.4922
8800,DB_ON,6.4961,12.0002
8801,DB_ON,4.9903,9.8909
8802,DB_ON,6.646,12.6254
8803,DB_ON,4.4706,9.6711
8804,DB_ON,5.322,10.7643
8805,DB_ON,5.7554,10.4213
8806,DB_ON,6.3624,12.0052
8807,DB_ON,4.8282,9.854
8808,DB_ON,6.0964,12.1554
8809,DB_ON,4.5985,9.8041
8810,DB_ON,5.8722,11.1966
8811,DB_ON,6.0127,10.7654
8812,DB_ON,5.846,11.6003
8813,DB_ON,4.7613,10.2407
8814,DB_ON,6.0785,11.9656
8815,DB_ON,4.0663,9.543
8816,DB_ON,5.7561,11.4377
8817,DB_ON,5.2387,10.3285
8818,DB_ON,5.3502,11.3527
8819,DB_ON,5.1607,9.873
8820,DB_ON,6.463,12.3926
8821,DB_ON,4.4947,9.5686
8822,DB_ON,6.1366,11.7481
8823,DB_ON,4.6736,10.1359
8824,DB_ON,5.7861,11.2005
8825,DB_ON,5.8075,10.4955
8826,DB_ON,6.1857,12.3053
8827,DB_ON,4.0602,9.3107
8828,DB_ON,6.4063,11.9242
8829,DB_ON,5.3004,10.3895
8830,DB_ON,5.5353,11.0682
8831,DB_ON,5.8635,10.4419
8832,DB_ON,6.3418,11.7898
8833,DB_ON,4.23,9.366
8834,DB_ON,6.5001,12.2179
8835,DB_ON,4.7861,9.8487
8836,DB_ON,5.3053,11.0597
8837,DB_ON,4.7934,9.7003
8838,DB_ON,6.7058,12.349
8839,DB_ON,4.816,9.6429
8840,DB_ON,6.6401,12.381
8841,DB_ON,5.0193,9.4815
8842,DB_ON,6.3014,13.1701
8843,DB_ON,4.0375,8.6605
8844,DB_ON,5.9464,11.9449
8845,DB_ON,4.7364,9.9452
8846,DB_ON,6.0157,11.5407
8847,DB_ON,5.0385,10.2965
8848,DB_ON,6.0734,11.4399
8849,DB_ON,5.1644,10.0609
8850,DB_ON,6.1476,11.6239
8851,DB_ON,5.7239,10.3793
8852,DB_ON,6.3374,11.7447
8853,DB_ON,5.2536,9.8834
8854,DB_ON,6.4934,11.9696
8855,DB_ON,5.0759,10.1378
8856,DB_ON,6.3982,12.0629
8857,DB_ON,5.0178,10.1872
8858,DB_ON,6.2673,11.9886
8859,DB_ON,5.1108,10.1846
8860,DB_ON,6.1374,11.7308
8861,DB_ON,4.7174,9.5601
8862,DB_ON,6.5302,12.2858
8863,DB_ON,4.7513,10.0084
8864,DB_ON,6.0908,11.7718
8865,DB_ON,5.2463,10.5063
8866,DB_ON,5.6945,11.5338
8867,DB_ON,5.3377,10.3365
8868,DB_ON,6.178,12.0115
8869,DB_ON,4.4987,9.6735
8870,DB_ON,6.2931,11.9643
8871,DB_ON,4.9726,10.3894
8872,DB_ON,5.2899,11.1213
8873,DB_ON,5.5528,10.5877
8874,DB_ON,6.1025,11.8493
8875,DB_ON,4.375,9.6841
8876,DB_ON,6.1773,11.7924
8877,DB_ON,5.2774,10.4372
8878,DB_ON,5.3791,11.0415
8879,DB_ON,5.711,10.7182
8880,DB_ON,6.0652,11.8043
8881,DB_ON,4.7312,9.9686
8882,DB_ON,5.9648,11.6986
8883,DB_ON,4.8214,9.9375
8884,DB_ON,5.4282,10.961
8885,DB_ON,5.8209,10.3402
8886,DB_ON,6.7606,12.4041
8887,DB_ON,4.5669,9.5885
8888,DB_ON,6.4501,12.0069
8889,DB_ON,5.2535,10.4458
8890,DB_ON,5.7469,11.362
8891,DB_ON,5.2535,9.9331
8892,DB_ON,6.7811,12.5093
8893,DB_ON,4.7112,9.5455
8894,DB_ON,6.1103,11.6659
8895,DB_ON,4.9565,9.4565
8896,DB_ON,6.3851,11.953
8897,DB_ON,5.0805,9.9739
8898,DB_ON,6.2534,11.734
8899,DB_ON,5.5647,10.3417
8900,DB_ON,6.0777,11.6671
8901,DB_ON,5.1885,10.1116
8902,DB_ON,6.1281,11.8211
8903,DB_ON,5.0003,9.8541
8904,DB_ON,6.5718,11.892
8905,DB_ON,5.5836,10.3686
8906,DB_ON,5.9228,11.6916
8907,DB_ON,5.1752,9.9207
8908,DB_ON,6.3771,11.9977
8909,DB_ON,4.9237,9.9881
8910,DB_ON,6.1829,11.5138
8911,DB_ON,5.643,10.412
8912,DB_ON,6.1299,11.7739
8913,DB_ON,4.8201,10.1052
8914,DB_ON,6.3211,11.8841
8915,DB_ON,4.9083,9.831
8916,DB_ON,6.0968,11.8841
8917,DB_ON,5.572,10.3049
8918,DB_ON,5.9899,11.6653
8919,DB_ON,5.1479,9.9719
8920,DB_ON,6.4328,11.9715
8921,DB_ON,4.9425,9.9408
8922,DB_ON,6.2791,12.0363
8923,DB_ON,5.2303,9.8098
8924,DB_ON,6.4814,12.03
8925,DB_ON,5.4057,10.0662
8926,DB_ON,6.496,12.191
8927,DB_ON,4.9518,9.6213
8928,DB_ON,7.1517,12.6644
8929,DB_ON,4.8271,9.7884
8930,DB_ON,6.0833,11.9002
8931,DB_ON,5.3104,9.994
8932,DB_ON,6.3706,11.8443
8933,DB_ON,4.8971,9.5204
8934,DB_ON,6.8907,12.6174
8935,DB_ON,4.6799,9.6785
8936,DB_ON,6.2383,11.8516
8937,DB_ON,5.4339,10.3235
8938,DB_ON,6.1385,11.7504
8939,DB_ON,4.9935,9.8681
8940,DB_ON,6.4117,12.0133
8941,DB_ON,5.3972,10.3982
8942,DB_ON,5.8414,11.5556
8943,DB_ON,5.3025,10.0615
8944,DB_ON,6.2717,11.836
8945,DB_ON,4.7568,9.7569
8946,DB_ON,5.9479,12.5015
8947,DB_ON,3.4996,9.2677
8948,DB_ON,5.3004,11.9712
8949,DB_ON,4.1716,9.6272
8950,DB_ON,5.6478,12.6123
8951,DB_ON,3.4679,9.4587
8952,DB_ON,5.3387,12.0297
8953,DB_ON,3.8589,10.5959
8954,DB_ON,4.5134,11.6966
8955,DB_ON,3.804,10.2977
8956,DB_ON,4.6127,12.6195
8957,DB_ON,3.0117,9.6718
8958,DB_ON,4.5615,12.3071
8959,DB_ON,2.6832,9.7602
8960,DB_ON,4.3296,12.2021
8961,DB_ON,3.0201,10.1393
8962,DB_ON,3.9656,12.5677
8963,DB_ON,2.4264,9.5556
8964,DB_ON,4.3361,12.5301
8965,DB_ON,2.1434,10.4948
8966,DB_ON,3.2677,11.6702
8967,DB_ON,2.4191,9.6931
8968,DB_ON,3.8999,12.3651
8969,DB_ON,2.1209,9.5828
8970,DB_ON,4.1177,12.5329
8971,DB_ON,2.2005,9.8516
8972,DB_ON,3.6245,11.7346
8973,DB_ON,2.8613,10.6609
8974,DB_ON,3.4012,11.953
8975,DB_ON,2.0933,9.3827
8976,DB_ON,3.8422,11.7139
8977,DB_ON,2.7588,11.086
8978,DB_ON,2.5705,10.6043
8979,DB_ON,2.9008,10.7758
8980,DB_ON,3.1038,11.5021
8981,DB_ON,2.1601,9.9274
8982,DB_ON,3.8857,12.3602
8983,DB_ON,1.867,9.5737
8984,DB_ON,3.6087,12.0627
8985,DB_ON,2.1328,9.2728
8986,DB_ON,3.5737,12.7207
8987,DB_ON,7.3833,15.4131
8988,DB_ON,2.6194,11.2443
8989,DB_ON,3.1049,10.7721
8990,DB_ON,2.2772,10.9834
8991,DB_ON,2.7707,10.4297
8992,DB_ON,3.2311,11.5484
8993,DB_ON,2.5939,10.844
8994,DB_ON,2.8369,11.1662
8995,DB_ON,2.2821,10.0724
8996,DB_ON,2.7383,11.3743
8997,DB_ON,2.7568,10.4032
8998,DB_ON,3.3212,11.6194
8999,DB_ON,2.743,10.4534
9000,DB_ON,3.1882,11.3675
9001,DB_ON,3.1316,10.88
9002,DB_ON,2.1302,10.4188
9003,DB_ON,3.1663,10.4972
9004,DB_ON,3.1048,11.3661
9005,DB_ON,2.8861,10.341
9006,DB_ON,2.9566,11.352
9007,DB_ON,3.2944,10.7575
9008,DB_ON,3.259,11.4362
9009,DB_ON,2.7699,10.2545
9010,DB_ON,3.3892,11.5215
9011,DB_ON,2.5539,10.014
9012,DB_ON,3.1915,11.3694
9013,DB_ON,3.6255,10.9401
9014,DB_ON,2.4801,10.7208
9015,DB_ON,2.9568,10.5982
9016,DB_ON,3.4162,11.3258
9017,DB_ON,2.9551,10.3518
9018,DB_ON,3.3591,11.5505
9019,DB_ON,3.0233,10.3779
9020,DB_ON,3.2994,11.4127
9021,DB_ON,2.826,10.2578
9022,DB_ON,3.4043,11.3925
9023,DB_ON,3.0798,10.6227
9024,DB_ON,2.8875,11.3595
9025,DB_ON,3.3741,10.7677
9026,DB_ON,2.7418,10.8047
9027,DB_ON,3.0468,10.3874
9028,DB_ON,3.6686,11.713
9029,DB_ON,2.5921,10.0109
9030,DB_ON,3.4876,11.5959
9031,DB_ON,2.9126,10.3289
9032,DB_ON,3.1569,11.3919
9033,DB_ON,3.1656,10.5365
9034,DB_ON,3.5243,11.5126
9035,DB_ON,2.6542,10.5578
9036,DB_ON,3.1283,11.2083
9037,DB_ON,2.8458,10.1177
9038,DB_ON,3.5927,11.6786
9039,DB_ON,2.6732,10.2578
9040,DB_ON,3.5205,11.4403
9041,DB_ON,3.1882,10.9432
9042,DB_ON,2.7039,11.0365
9043,DB_ON,3.4925,10.7423
9044,DB_ON,3.2676,11.6256
9045,DB_ON,2.5516,10.0206
9046,DB_ON,3.5005,11.8817
9047,DB_ON,2.7138,10.1558
9048,DB_ON,2.9163,11.1507
9049,DB_ON,3.1999,10.3818
9050,DB_ON,3.7457,11.1269
9051,DB_ON,3.7229,10.0135
9052,DB_ON,4.3808,11.2612
9053,DB_ON,4.2269,10.2889
9054,DB_ON,4.5834,11.2627
9055,DB_ON,4.5999,10.5047
9056,DB_ON,5.0962,11.2014
9057,DB_ON,4.9927,10.2985
9058,DB_ON,5.6895,11.3909
9059,DB_ON,5.1825,9.9804
9060,DB_ON,5.5083,11.0672
9061,DB_ON,6.2211,10.6232
9062,DB_ON,5.5155,10.9022
9063,DB_ON,5.8012,10.5502
9064,DB_ON,6.3915,11.6032
9065,DB_ON,5.6816,10.8892
9066,DB_ON,5.315,10.4453
9067,DB_ON,6.1688,10.6215
9068,DB_ON,6.3975,11.6527
9069,DB_ON,5.7168,10.2201
9070,DB_ON,6.3078,11.7123
9071,DB_ON,5.731,10.6162
9072,DB_ON,5.7583,10.7661
9073,DB_ON,5.8673,10.46
9074,DB_ON,5.9712,11.3267
9075,DB_ON,5.6529,10.3235
9076,DB_ON,6.3087,11.2549
9077,DB_ON,5.9342,10.975
9078,DB_ON,5.5946,10.7163
9079,DB_ON,6.1373,10.7065
9080,DB_ON,6.2288,11.5049
9081,DB_ON,5.9858,10.5282
9082,DB_ON,6.4159,11.6859
9083,DB_ON,5.8018,10.3101
9084,DB_ON,6.1292,11.1329
9085,DB_ON,6.5173,10.783
9086,DB_ON,6.2211,11.3545
9087,DB_ON,6.199,10.7051
9088,DB_ON,6.2894,11.6149
9089,DB_ON,5.9534,10.4905
9090,DB_ON,6.1476,10.9633
9091,DB_ON,6.1102,10.3372
9092,DB_ON,6.6138,11.6045
9093,DB_ON,5.4711,10.5373
9094,DB_ON,6.076,11.1865
9095,DB_ON,5.8629,10.5945
9096,DB_ON,5.9747,10.87
9097,DB_ON,6.5853,10.9863
9098,DB_ON,5.9687,11.1075
9099,DB_ON,6.2677,10.5764
9100,DB_ON,6.4872,11.6892
9101,DB_ON,5.9314,10.3395
9102,DB_ON,6.1892,11.4405
9103,DB_ON,5.7405,10.2232
9104,DB_ON,6.3032,12.5604
9105,DB_ON,5.1524,9.6877
9106,DB_ON,6.2997,11.4544
9107,DB_ON,6.0004,10.429
9108,DB_ON,6.2528,11.1371
9109,DB_ON,6.4626,10.7975
9110,DB_ON,6.3795,11.2828
9111,DB_ON,6.5012,10.8169
9112,DB_ON,6.1827,11.1588
9113,DB_ON,6.1268,11.257
9114,DB_ON,5.5026,10.4263
9115,DB_ON,6.1256,10.6093
9116,DB_ON,6.2721,11.6117
9117,DB_ON,5.7034,10.8243
9118,DB_ON,5.845,11.1106
9119,DB_ON,5.539,10.0609
9120,DB_ON,6.2889,11.5123
9121,DB_ON,6.021,10.3263
9122,DB_ON,5.9713,11.2892
9123,DB_ON,6.1016,10.5919
9124,DB_ON,6.3371,11.6152
9125,DB_ON,5.7153,10.4244
9126,DB_ON,6.2718,11.4894
9127,DB_ON,6.0928,10.3135
9128,DB_ON,6.2214,11.3394
9129,DB_ON,6.1696,10.6899
9130,DB_ON,6.284,11.6388
9131,DB_ON,4.8456,10.1012
9132,DB_ON,6.1964,11.0124
9133,DB_ON,6.1199,10.5833
9134,DB_ON,6.1257,11.3865
9135,DB_ON,6.0578,10.6518
9136,DB_ON,6.4354,11.9636
9137,DB_ON,4.7137,9.7724
9138,DB_ON,6.4325,11.3151
9139,DB_ON,5.9643,10.4597
9140,DB_ON,6.1358,11.2521
9141,DB_ON,6.0705,10.4778
9142,DB_ON,6.1652,11.6952
9143,DB_ON,5.4866,10.7503
9144,DB_ON,5.8575,11.0484
9145,DB_ON,5.5634,10.2134
9146,DB_ON,6.0977,11.3408
9147,DB_ON,6.0445,10.5291
9148,DB_ON,6.7696,11.9974
9149,DB_ON,4.9634,10.2015
9150,DB_ON,6.0807,11.2559
9151,DB_ON,5.7449,10.1373
9152,DB_ON,6.5087,11.9773
9153,DB_ON,5.619,10.0744
9154,DB_ON,6.8526,12.0764
9155,DB_ON,5.2478,9.8773
9156,DB_ON,6.3886,11.563
9157,DB_ON,5.6132,10.2091
9158,DB_ON,6.5277,11.758
9159,DB_ON,5.3346,10.2654
9160,DB_ON,6.0594,11.0245
9161,DB_ON,6.0114,10.6536
9162,DB_ON,6.0443,11.2468
9163,DB_ON,5.3008,9.8944
9164,DB_ON,6.4762,11.6503
9165,DB_ON,5.1335,9.8141
9166,DB_ON,6.0764,11.3319
9167,DB_ON,5.3933,10.0528
9168,DB_ON,5.9876,11.1445
9169,DB_ON,5.7537,10.3932
9170,DB_ON,6.1175,11.5272
9171,DB_ON,5.1083,9.9242
9172,DB_ON,6.687,11.9207
9173,DB_ON,5.6023,10.2817
9174,DB_ON,6.0482,11.3141
9175,DB_ON,5.5062,9.9011
9176,DB_ON,6.4335,11.772
9177,DB_ON,5.6497,10.0487
9178,DB_ON,6.8876,12.1545
9179,DB_ON,4.9922,9.8286
9180,DB_ON,6.626,11.5599
9181,DB_ON,5.5007,10.2049
9182,DB_ON,6.1124,11.9004
9183,DB_ON,4.8065,9.6726
9184,DB_ON,6.3204,12.1735
9185,DB_ON,4.7431,9.5815
9186,DB_ON,6.0439,11.3639
9187,DB_ON,5.1457,9.7132
9188,DB_ON,6.509,11.8289
9189,DB_ON,5.3092,10.2855
9190,DB_ON,6.1579,11.5132
9191,DB_ON,5.6364,10.3674
9192,DB_ON,6.3192,11.6366
9193,DB_ON,5.7112,10.1884
9194,DB_ON,6.6098,11.9567
9195,DB_ON,5.4307,10.1483
9196,DB_ON,7.0467,12.3074
9197,DB_ON,5.0608,9.8189
9198,DB_ON,6.6789,11.6309
9199,DB_ON,6.1177,10.4737
9200,DB_ON,6.7075,12.0869
9201,DB_ON,5.2984,10.0829
9202,DB_ON,6.6878,12.0864
9203,DB_ON,5.036,9.8932
9204,DB_ON,6.0419,11.0826
9205,DB_ON,5.963,10.8148
9206,DB_ON,5.6524,10.953
9207,DB_ON,5.877,10.456
9208,DB_ON,6.2702,11.6732
9209,DB_ON,4.1607,9.1427
9210,DB_ON,5.9919,11.1111
9211,DB_ON,5.6079,10.0356
9212,DB_ON,6.083,11.6097
9213,DB_ON,4.954,9.5496
9214,DB_ON,6.4707,11.7764
9215,DB_ON,4.5004,9.4091
9216,DB_ON,6.2478,11.3529
9217,DB_ON,5.4707,9.8722
9218,DB_ON,5.9753,11.3258
9219,DB_ON,5.731,10.1127
9220,DB_ON,6.1921,11.2401
9221,DB_ON,5.1598,10.2114
9222,DB_ON,6.2554,11.4891
9223,DB_ON,5.5668,10.0735
9224,DB_ON,6.078,11.3088
9225,DB_ON,6.1764,10.5964
9226,DB_ON,6.3954,11.987
9227,DB_ON,5.0225,10.1768
9228,DB_ON,6.3228,11.4662
9229,DB_ON,5.7445,10.2542
9230,DB_ON,6.6852,11.8493
9231,DB_ON,5.8087,10.0849
9232,DB_ON,6.7504,12.0041
9233,DB_ON,4.9936,10.0529
9234,DB_ON,6.457,11.223
9235,DB_ON,6.1185,10.8044
9236,DB_ON,5.7875,10.7677
9237,DB_ON,6.3707,10.6606
9238,DB_ON,6.9347,12.1522
9239,DB_ON,5.0387,10.1254
9240,DB_ON,6.4155,11.5297
9241,DB_ON,5.7834,10.6338
9242,DB_ON,5.6608,10.7376
9243,DB_ON,6.2451,10.8095
9244,DB_ON,6.8147,11.9292
9245,DB_ON,5.0396,10.0844
9246,DB_ON,6.2622,11.3819
9247,DB_ON,5.7038,10.273
9248,DB_ON,6.4969,11.7216
9249,DB_ON,5.8735,10.2389
9250,DB_ON,6.9303,12.1023
9251,DB_ON,5.0521,10.0969
9252,DB_ON,6.4016,11.5928
9253,DB_ON,5.8613,10.4676
9254,DB_ON,6.1565,11.0757
9255,DB_ON,6.1335,11.099
9256,DB_ON,6.792,11.9022
9257,DB_ON,5.2082,10.31
9258,DB_ON,6.366,11.1214
9259,DB_ON,6.3131,10.72
9260,DB_ON,6.6845,11.8489
9261,DB_ON,5.5047,10.4811
9262,DB_ON,6.7408,11.9528
9263,DB_ON,5.1492,10.1803
9264,DB_ON,6.2938,11.4991
9265,DB_ON,5.9309,10.5322
9266,DB_ON,6.3828,11.8214
9267,DB_ON,5.0228,10.091
9268,DB_ON,6.6961,11.9901
9269,DB_ON,4.8566,10.0031
9270,DB_ON,5.88,11.0877
9271,DB_ON,6.1693,10.5463
9272,DB_ON,6.4152,11.7551
9273,DB_ON,5.3269,10.1807
9274,DB_ON,6.794,12.0513
